OID_,Shape_Leng,ID,Z_start,Z_end,Weight,Esc,Total,LConn,LLen,LFrac,LAC,LSin,LBear,HMf,HMb,MHDWp200,NQPDHWp200,BtHWp200,TPBtHWp200,TPDWp200,Lnk200,Len200,AngD200,WtWp200,Jnc200,Con200,MGLHWp200,MCFWp200,DivHWp200,HullA200,HullP200,HullR200,HullB200,HullSI200,MHDWp400,NQPDHWp400,BtHWp400,TPBtHWp400,TPDWp400,Lnk400,Len400,AngD400,WtWp400,Jnc400,Con400,MGLHWp400,MCFWp400,DivHWp400,HullA400,HullP400,HullR400,HullB400,HullSI400,MHDWp600,NQPDHWp600,BtHWp600,TPBtHWp600,TPDWp600,Lnk600,Len600,AngD600,WtWp600,Jnc600,Con600,MGLHWp600,MCFWp600,DivHWp600,HullA600,HullP600,HullR600,HullB600,HullSI600,MHDWp800,NQPDHWp800,BtHWp800,TPBtHWp800,TPDWp800,Lnk800,Len800,AngD800,WtWp800,Jnc800,Con800,MGLHWp800,MCFWp800,DivHWp800,HullA800,HullP800,HullR800,HullB800,HullSI800,MHDWp1000,NQPDHWp100,BtHWp1000,TPBtHWp100,TPDWp1000,Lnk1000,Len1000,AngD1000,WtWp1000,Jnc1000,Con1000,MGLHWp1000,MCFWp1000,DivHWp1000,HullA1000,HullP1000,HullR1000,HullB1000,HullSI1000,MHDWpn,NQPDHWpn,BtHWpn,TPBtHWpn,TPDWpn,Lnkn,Lenn,AngDn,WtWpn,Jncn,Conn,MGLHWpn,MCFWpn,DivHWpn,HullAn,HullPn,HullRn,HullBn,HullSIn,PC,x,y,z,OBJECTID,Shape_Le_1,ID_1,Gate,Z_start_1,Z_end_1,Weight_1,Esc_1,Shade,Width,Total_1
10,7.444754709610000,2529,38.5708008,38.5811005,40.0000000,0.0000000,1.0000000,2.0000000,7.4447598,1.0000000,0.0000000,1.0000000,209.1979980,1.8624800,1.8611900,134.4109955,91.7286987,111053.0000000,32.9571991,26.6755009,32.0000000,1368.5999756,1237.7299805,2803.0000000,22.0000000,69.0000000,158.3540039,132.1399994,1.2791100,46865.3984375,934.4589844,222.8249969,142.0099945,1.4827200,215.2980042,105.0350037,255293.0000000,39.2963982,38.9257011,206.0000000,12364.7998047,8617.9697266,6410.0000000,133.0000000,423.0000000,221.2350006,140.0429993,1.6586500,1008940.0000000,3857.2199707,802.3250122,80.9614029,1.1734800,479.8789978,144.3710022,1111110.0000000,31.5056000,23.0865993,646.0000000,33545.1992188,22780.5996094,28258.0000000,405.0000000,1300.0000000,938.4169922,565.6900024,1.6688300,2295830.0000000,6165.6201172,1582.1800537,311.7709961,1.3176600,670.8010254,339.8489990,6648310.0000000,30.1898994,20.3925991,1330.0000000,60248.3007812,49186.3984375,166296.0000000,807.0000000,2579.0000000,1212.0600586,722.4769897,1.6810300,3687600.0000000,7064.6699219,1644.1899414,321.1340027,1.0770400,798.0850220,565.7969971,14756900.0000000,37.5979996,35.2018013,2139.0000000,88002.6015625,86140.0000000,369503.0000000,1213.0000000,3873.0000000,1373.9300537,776.5620117,1.7577800,4411770.0000000,7624.0498047,1721.5100098,356.3099976,1.0484500,974.7830200,764.5059814,24532800.0000000,39.9982986,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1731.4599609,859.1170044,2.0036500,5539380.0000000,8738.8603516,1728.3199463,349.5750122,1.0970800,0,0.0000000,0.0000000,0.0000000,2529,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
11,13.647814823299999,2530,38.5787010,38.5537987,40.0000000,0.0000000,1.0000000,2.0000000,13.6478004,1.0000000,0.0000000,1.0000000,291.9450073,3.4119599,3.4150701,132.5809937,65.4493027,139713.0000000,36.4090996,33.4048004,47.0000000,1789.7099609,1786.7299805,3637.0000000,34.0000000,107.0000000,108.3529968,79.7947998,1.3484499,60980.3984375,1032.9000244,307.8190002,153.4909973,1.3922400,193.5639954,76.4052963,260153.0000000,39.4025993,39.1316986,249.0000000,15142.2001953,10232.2001953,6532.0000000,160.0000000,508.0000000,168.5789948,94.6386032,1.7594800,1173250.0000000,4164.9702148,866.5269775,299.4419861,1.1765800,491.8099976,140.9620056,1666190.0000000,32.5463982,25.1441002,735.0000000,39245.1992188,27044.0996094,41683.0000000,451.0000000,1450.0000000,985.4660034,585.9459839,1.6958400,2491360.0000000,6262.3999023,1561.5300293,309.1799927,1.2526700,657.0880127,353.7820129,7626910.0000000,31.6308002,23.2728004,1462.0000000,63640.3984375,54449.6992188,190541.0000000,883.0000000,2821.0000000,1192.6800537,693.6879883,1.7214800,3773860.0000000,7137.1699219,1622.0100098,330.6159973,1.0741301,775.8959961,575.9260254,15510100.0000000,38.7410011,37.4874992,2191.0000000,89433.6015625,87376.7968750,387780.0000000,1230.0000000,3925.0000000,1348.2500000,748.1339722,1.7876300,4427080.0000000,7630.5600586,1667.0300293,349.0820007,1.0466100,942.3189697,761.5139771,24532800.0000000,39.9982986,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1697.0799561,841.3090210,1.9894500,5539380.0000000,8738.8603516,1668.0300293,348.1270142,1.0970800,0,0.0000000,0.0000000,0.0000000,2530,0.000000000000000,0,no_53,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
12,9.296852522500000,2531,38.5708008,38.5537987,40.0000000,0.0000000,1.0000000,2.0000000,9.2968702,1.0000000,0.0000000,1.0000000,293.3959961,2.3242199,2.3263400,151.1869965,64.5995026,72933.2968750,28.4547005,18.0625992,16.0000000,511.8259888,366.8789978,1850.0000000,12.0000000,38.0000000,132.8090057,111.1800003,1.3303500,15924.4003906,516.9910278,182.3049927,22.6711998,1.3356500,255.7960052,80.2489014,253333.0000000,39.1722984,38.6800003,156.0000000,8086.9902344,6450.4501953,6360.0000000,108.0000000,343.0000000,217.9830017,134.7010040,1.7003300,638393.0000000,3270.8601074,803.9600220,81.3479004,1.3336000,451.2439880,97.9709015,640573.0000000,30.5298996,21.1889992,540.0000000,28190.5000000,18859.3007812,16496.0000000,341.0000000,1091.0000000,763.1450195,457.0899963,1.6932800,1819240.0000000,5394.6899414,1203.1300049,307.7929993,1.2730100,691.2449951,266.9070129,5523250.0000000,28.5671005,17.1495991,1178.0000000,55364.8007812,43195.6015625,138109.0000000,718.0000000,2299.0000000,1191.9100342,704.5819702,1.6971999,3504600.0000000,7013.3701172,1624.9799805,331.7309875,1.1168801,823.0560303,484.9989929,13422800.0000000,35.7220993,31.4505997,2036.0000000,83899.7968750,79031.8984375,336847.0000000,1172.0000000,3744.0000000,1353.9799805,766.1829834,1.7580500,4294490.0000000,7494.4702148,1716.2700195,356.3810120,1.0407799,1017.1099854,709.0490112,24532800.0000000,39.9982986,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1732.3800049,854.6560059,2.0151501,5539380.0000000,8738.8603516,1722.8699951,349.6239929,1.0970800,0,0.0000000,0.0000000,0.0000000,2531,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
13,55.864407496900000,2532,38.5708008,38.5708008,40.0000000,0.0000000,1.0000000,5.0000000,55.8643990,1.0000000,72.2061005,1.0607899,213.5850067,32.0176010,32.0176010,131.1900024,33.8895988,472133.0000000,150.4380035,28.5965004,38.0000000,1486.6500244,1334.4699707,3004.0000000,27.0000000,85.0000000,132.5639954,106.1050034,1.2730600,50639.6015625,984.2689819,265.5559998,146.3710022,1.5224000,207.5740051,46.6202011,1258050.0000000,193.9320068,38.9943008,217.0000000,13338.7998047,9372.7099609,6421.0000000,140.0000000,445.0000000,191.5279999,115.8880005,1.6897800,1075250.0000000,3940.5700684,810.3920288,84.1256027,1.1492100,490.4230042,94.9564972,4818630.0000000,155.3159943,23.8726997,673.0000000,34704.3984375,24017.8007812,33282.0000000,413.0000000,1325.0000000,948.1329956,577.4429932,1.6559700,2340270.0000000,6172.3901367,1575.2500000,310.6499939,1.2954800,666.3750000,290.6130066,31172700.0000000,147.8789978,20.9361992,1358.0000000,60825.8007812,50267.0000000,171284.0000000,822.0000000,2628.0000000,1183.2700195,709.4669800,1.6707900,3687600.0000000,7064.6699219,1632.3100586,320.1069946,1.0770400,791.3309937,515.0889893,71255504.0000000,184.5469971,35.9038010,2150.0000000,88103.8984375,86174.1015625,372202.0000000,1216.0000000,3882.0000000,1341.6500244,764.5410156,1.7416600,4411770.0000000,7624.0498047,1694.8399658,355.7390137,1.0484500,966.5170288,712.4580078,122649000.0000000,199.9669952,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1699.8100586,852.8330078,1.9728000,5539380.0000000,8738.8603516,1703.8499756,348.9049988,1.0970800,0,0.0000000,0.0000000,0.0000000,2532,0.000000000000000,0,no_53,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.5000000,0.0000000
14,3.535643161330000,2533,38.5811005,38.5811005,40.0000000,0.0000000,0.7500000,3.0000000,3.5356400,1.0000000,0.0000000,1.0000000,303.5419922,0.6629330,0.6629330,154.8939972,191.3159943,58213.3007812,26.6723995,14.7841997,38.0000000,1458.9200439,2495.0300293,1482.0000000,28.0000000,88.0000000,187.9819946,135.1089935,1.3678700,57708.0000000,1011.9899902,251.7870026,334.0969849,1.4122200,253.4190063,209.3959961,255333.0000000,39.3925018,39.1176987,206.0000000,12739.7001953,9807.8095703,6411.0000000,129.0000000,406.0000000,273.3210144,161.7720032,1.8177400,1005980.0000000,3888.9599609,810.6149902,305.3169861,1.1963700,476.7709961,238.9989929,919913.0000000,31.2196007,22.5317993,601.0000000,32103.5000000,21218.0000000,23025.0000000,385.0000000,1233.0000000,916.7780151,577.0150146,1.6488800,2291720.0000000,6161.6201172,1652.5200195,310.6090088,1.3183100,681.2689819,426.8550110,6256870.0000000,29.6345005,19.2824993,1280.0000000,58988.6015625,46958.6015625,156902.0000000,766.0000000,2449.0000000,1241.9799805,774.5540161,1.6125000,3681390.0000000,7061.9399414,1708.3900146,319.6419983,1.0780200,809.5819702,649.7009888,14353500.0000000,37.1035995,34.2131996,2099.0000000,87267.0000000,84037.8984375,358865.0000000,1207.0000000,3854.0000000,1404.1800537,832.4089966,1.6772500,4411770.0000000,7624.0498047,1750.2700195,329.5759888,1.0484500,991.8519897,856.2399902,24532800.0000000,39.9982986,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1767.1999512,919.1569824,1.9068900,5539380.0000000,8738.8603516,1764.4699707,347.3200073,1.0970800,0,0.0000000,0.0000000,0.0000000,2533,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.2500000,0.5000000,0.0000000
15,20.399656004800001,2534,38.5811005,38.5811005,40.0000000,0.0000000,0.7500000,2.0000000,20.3997002,1.0000000,85.6524963,1.1490700,226.9589996,19.8848000,19.8848000,147.8179932,31.4286003,108653.0000000,32.5205002,25.8187008,51.0000000,1734.4599609,2620.1799316,2743.0000000,37.0000000,117.0000000,257.4070129,185.6490021,1.3769701,61112.8007812,976.5900269,267.0220032,344.7049866,1.2418900,220.7819977,45.0214005,255193.0000000,39.3643990,39.0617981,203.0000000,12414.9003906,9352.1396484,6407.0000000,128.0000000,403.0000000,312.5020142,191.8739929,1.7149700,939438.0000000,3674.5300293,764.8079834,75.8850021,1.1437401,462.7460022,72.0113983,863073.0000000,31.0678005,22.2343998,600.0000000,32574.8007812,21595.8007812,21604.0000000,383.0000000,1225.0000000,892.1370239,588.1450195,1.5693901,2228580.0000000,6157.9599609,1660.1999512,312.1610107,1.3540500,682.6370239,257.5199890,6145350.0000000,29.4845009,18.9827995,1262.0000000,58588.1992188,46783.6015625,154175.0000000,756.0000000,2418.0000000,1213.3499756,791.1589966,1.5419900,3681390.0000000,7061.9399414,1722.9699707,321.0809937,1.0780200,810.9470215,477.0100098,14123100.0000000,36.7719002,33.5498009,2084.0000000,87094.7968750,82996.0000000,353324.0000000,1204.0000000,3845.0000000,1378.4899902,846.9470215,1.6184700,4411770.0000000,7624.0498047,1785.6199951,354.8120117,1.0484500,996.4609985,688.2269897,24532800.0000000,39.9982986,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1741.0400391,926.3579712,1.8717500,5539380.0000000,8738.8603516,1797.2800293,348.3340149,1.0970800,0,0.0000000,0.0000000,0.0000000,2534,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.2500000,0.5000000,0.0000000
16,4.661393415040000,2538,38.5887985,38.5886002,1.0000000,0.0000000,0.7500000,4.0000000,4.6613898,1.0000000,0.0000000,1.0000000,287.6119995,0.8740110,0.8740300,138.0599976,28.3195000,5478.3300781,1.9911700,0.7347210,38.0000000,1091.8699951,1688.9000244,3119.0000000,25.0000000,80.0000000,77.0437012,51.4342995,1.7401201,29174.8007812,674.2089844,198.1869965,208.0780029,1.2398500,202.7180023,40.8008995,27127.3007812,5.2831998,0.9716490,153.0000000,7740.5898438,7637.1201172,6358.0000000,95.0000000,299.0000000,141.0760040,79.0170975,1.8842601,490725.0000000,2838.9399414,718.4630127,92.2098999,1.3069600,280.2489929,43.9290009,52781.8007812,5.1685500,0.4991180,409.0000000,22878.5000000,14973.7998047,8109.0000000,270.0000000,863.0000000,318.0090027,171.1589966,1.8939800,1488200.0000000,4832.0898438,1055.7399902,297.3840027,1.2485300,692.9320068,160.1909943,137288.0000000,1.1922600,0.2896860,991.0000000,49167.5000000,36797.8007812,92803.0000000,609.0000000,1962.0000000,1203.2800293,626.3640137,1.9240900,2976540.0000000,6498.1201172,1552.6999512,306.9559937,1.1289001,834.9739990,361.7829895,320547.0000000,0.9846920,0.6341900,1831.0000000,76460.5000000,69849.6015625,274836.0000000,1088.0000000,3479.0000000,1371.7299805,702.2130127,1.9470400,4014070.0000000,7310.6000977,1609.6400146,326.5629883,1.0595300,1064.5799561,637.8430176,658959.0000000,1.0743700,1.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1791.3599854,834.6290283,2.1150501,5539380.0000000,8738.8603516,1660.7099609,199.5449982,1.0970800,0,0.0000000,0.0000000,0.0000000,2538,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.2500000,0.5000000,0.0000000
17,7.941567826310000,2539,38.5894012,38.5894012,235.0000000,0.0000000,0.5000000,2.0000000,7.9415698,1.0000000,0.0000000,1.0000000,281.4939880,0.9926960,0.9926960,114.9390030,741.8629761,799313.0000000,210.8040009,207.3020020,46.0000000,1661.0899658,1696.6500244,3558.0000000,33.0000000,105.0000000,78.2897034,56.8837013,1.4773901,54289.6015625,994.9180298,356.9710083,162.9940033,1.4509400,179.5469971,753.0609741,1471530.0000000,226.3339996,229.1369934,216.0000000,13106.2001953,9246.0195312,6420.0000000,139.0000000,442.0000000,140.8609924,73.4401016,1.9422100,1075250.0000000,3940.5700684,765.4130249,92.8302994,1.1492100,485.2860107,800.9169922,7492700.0000000,185.6690063,138.5659943,671.0000000,34409.0000000,23802.5996094,33059.0000000,412.0000000,1322.0000000,1001.6199951,525.5850220,1.9188499,2340270.0000000,6172.3901367,1532.9599609,306.2090149,1.2954800,666.1110229,995.8699951,40079700.0000000,178.6929932,122.8160019,1355.0000000,60795.6015625,50157.8007812,170709.0000000,821.0000000,2625.0000000,1259.0600586,646.4390259,1.9510200,3687600.0000000,7064.6699219,1570.3699951,316.1130066,1.0770400,791.4929810,1219.6400146,87128304.0000000,221.5599976,208.3179932,2148.0000000,88098.2031250,86174.1015625,371100.0000000,1215.0000000,3879.0000000,1420.5300293,711.8729858,1.9859800,4411770.0000000,7624.0498047,1596.2900391,327.0320129,1.0484500,967.4970093,1417.9000244,144099008.0000000,234.9400024,235.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1779.3399658,819.8280029,2.1399000,5539380.0000000,8738.8603516,1658.4499512,198.9029999,1.0970800,0,0.0000000,0.0000000,0.0000000,2539,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.5000000,0.0000000
18,35.284338292400001,3107,38.5811005,38.5811005,40.0000000,0.0000000,0.7500000,5.0000000,35.2843018,1.0000000,0.0000000,1.0000000,33.0766983,6.6158099,6.6158099,141.6820068,45.3862991,332875.0000000,100.3860016,27.4839993,71.0000000,2545.4399414,3350.4399414,2802.0000000,54.0000000,173.0000000,229.7949982,162.0330048,1.4270400,73422.5000000,1087.5999756,262.6659851,337.2340088,1.2820300,214.8139954,59.6183014,893655.0000000,131.8229980,39.2183990,254.0000000,15365.2001953,10605.7001953,6537.0000000,163.0000000,517.0000000,297.6690063,181.6100006,1.7509600,1173250.0000000,4164.9702148,952.1810303,303.8810120,1.1765800,495.9200134,124.0500031,5736960.0000000,136.0820007,25.2070007,735.0000000,40222.6015625,27690.0996094,41683.0000000,451.0000000,1450.0000000,1047.8100586,684.3590088,1.5640100,2615980.0000000,6314.3999023,1656.6800537,311.2070007,1.2128800,658.4650269,336.0920105,33385600.0000000,148.5370026,23.0888004,1461.0000000,64418.1015625,54405.3984375,190157.0000000,879.0000000,2808.0000000,1244.6600342,793.7750244,1.5736600,3777060.0000000,7137.5097656,1731.1300049,331.2820129,1.0733200,777.2109985,558.4689941,73543696.0000000,187.3780060,37.4874001,2190.0000000,89394.0000000,87360.3984375,387779.0000000,1230.0000000,3925.0000000,1399.7700195,842.8909912,1.6505899,4427080.0000000,7630.5600586,1776.8499756,348.5830078,1.0466100,943.5130005,743.9069824,122311000.0000000,199.4160004,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1748.1300049,922.8790283,1.8808700,5539380.0000000,8738.8603516,1778.0899658,347.6879883,1.0970800,0,0.0000000,0.0000000,0.0000000,3107,0.000000000000000,0,none,0.0000000,0.0000000,0.0000000,0.0000000,0.2500000,0.5000000,0.0000000
19,18.707325761700002,3108,38.5708008,38.5787010,40.0000000,0.0000000,1.0000000,5.0000000,18.7073002,1.0000000,0.0000000,1.0000000,18.0764008,4.6778202,4.6768298,106.4690018,91.8398972,2552660.0000000,766.5709839,57.5124016,82.0000000,3187.3100586,3497.7600098,4608.0000000,57.0000000,180.0000000,132.1809998,91.0460968,1.4066000,103386.0000000,1431.2500000,302.8970032,161.7740021,1.5767400,166.5359955,101.2789993,7871780.0000000,1066.9899902,39.9304008,330.0000000,18964.5996094,12346.4003906,7108.0000000,222.0000000,705.0000000,222.5740051,137.4889984,1.6204600,1259300.0000000,4305.7299805,934.6840210,300.2470093,1.1715300,494.4270020,211.6040039,135056992.0000000,2870.8400879,29.0198002,881.0000000,45462.1992188,32544.1992188,65562.0000000,547.0000000,1762.0000000,1050.5500488,635.9030151,1.6521500,2912320.0000000,6447.4702148,1571.4300537,309.4249878,1.1358800,643.3229980,457.5299988,1106909952.0000000,6200.8500977,29.1191998,1681.0000000,71394.0000000,63999.8984375,236459.0000000,1012.0000000,3237.0000000,1217.8900146,722.2529907,1.6812299,3887310.0000000,7188.8598633,1662.7099609,329.4309998,1.0579400,739.4580078,650.9019775,2915760128.0000000,8328.1503906,39.6458015,2235.0000000,90510.1015625,89593.7968750,404939.0000000,1245.0000000,3974.0000000,1349.6700439,764.1979980,1.7492000,4428860.0000000,7631.3100586,1679.9300537,348.0929871,1.0464000,895.2210083,826.5460205,6133389824.0000000,9999.8896484,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1681.0699463,849.6110229,1.9501600,5539380.0000000,8738.8603516,1679.9300537,348.0929871,1.0970800,0,0.0000000,0.0000000,0.0000000,3108,0.000000000000000,0,no_53,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000
20,45.633793952100000,3109,38.5787010,38.5980988,40.0000000,0.0000000,1.0000000,5.0000000,45.6338005,1.0000000,0.0000000,1.0000000,18.0762997,11.4109001,11.4083996,101.0800018,88.3281021,3000000.0000000,858.3339844,56.4884987,78.0000000,3069.8798828,3427.7900391,4604.0000000,54.0000000,171.0000000,110.5410004,73.5507965,1.4064600,90843.3984375,1380.4799805,329.1820068,165.1139984,1.6693900,155.2729950,97.5078964,8561740.0000000,1178.8599854,39.8181992,314.0000000,18119.5000000,12121.9003906,6914.0000000,210.0000000,666.0000000,185.4129944,109.2089996,1.6074800,1221870.0000000,4210.5000000,873.5380249,297.1270142,1.1546000,488.9339905,195.1920013,128553000.0000000,2830.5300293,27.8826008,852.0000000,44897.1992188,31772.0000000,58639.0000000,524.0000000,1685.0000000,1056.6600342,611.6680298,1.7174400,2905670.0000000,6444.1098633,1560.0100098,308.3240051,1.1372900,642.4650269,434.1709900,1075049984.0000000,6084.1401367,27.3127995,1637.0000000,69924.6015625,61196.8984375,223949.0000000,989.0000000,3162.0000000,1245.0400391,704.0100098,1.7611001,3881850.0000000,7188.0400391,1641.6400146,328.5870056,1.0591800,745.6729736,638.8449707,2854240000.0000000,8176.6801758,39.1921005,2227.0000000,90343.6015625,88945.6015625,402434.0000000,1242.0000000,3965.0000000,1379.1899414,749.4539795,1.8224400,4428860.0000000,7631.3100586,1652.1500244,347.5360107,1.0464000,903.1199951,815.7869873,6037029888.0000000,9842.7802734,40.0000000,2731.0000000,108522.0000000,109027.0000000,613346.0000000,1463.0000000,4716.0000000,1712.6600342,840.4149780,2.0057199,5539380.0000000,8738.8603516,1652.1500244,347.5360107,1.0970800,0,0.0000000,0.0000000,0.0000000,3109,0.000000000000000,0,no_53,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,1.0000000,0.0000000
